ExpenseKey,DateKey,BusinessUnitKey,ExpenseAccountKey,ExpenseAmount,PaymentMethodKey,Description,ReferenceNumber
2239,20231012,2,15,80.99,1,Vehicle Fuel — 12 October 2023,EXP-20231012-15-BU2
2240,20231013,2,15,47.52,1,Vehicle Fuel — 13 October 2023,EXP-20231013-15-BU2
2241,20231014,2,15,74.02,1,Vehicle Fuel — 14 October 2023,EXP-20231014-15-BU2
2242,20231015,2,15,73.2,1,Vehicle Fuel — 15 October 2023,EXP-20231015-15-BU2
2243,20231016,2,15,59.1,1,Vehicle Fuel — 16 October 2023,EXP-20231016-15-BU2
2244,20231017,2,15,50.84,1,Vehicle Fuel — 17 October 2023,EXP-20231017-15-BU2
2245,20231018,2,15,50.43,1,Vehicle Fuel — 18 October 2023,EXP-20231018-15-BU2
2246,20231019,2,15,84.87,1,Vehicle Fuel — 19 October 2023,EXP-20231019-15-BU2
2247,20231020,2,15,73.25,1,Vehicle Fuel — 20 October 2023,EXP-20231020-15-BU2
2248,20231021,2,15,61.3,1,Vehicle Fuel — 21 October 2023,EXP-20231021-15-BU2
2249,20231022,2,15,79.48,1,Vehicle Fuel — 22 October 2023,EXP-20231022-15-BU2
2250,20231023,2,15,50.46,1,Vehicle Fuel — 23 October 2023,EXP-20231023-15-BU2
2251,20231024,2,15,51.4,1,Vehicle Fuel — 24 October 2023,EXP-20231024-15-BU2
2252,20231025,2,15,54.21,1,Vehicle Fuel — 25 October 2023,EXP-20231025-15-BU2
2253,20231026,2,15,76.7,1,Vehicle Fuel — 26 October 2023,EXP-20231026-15-BU2
2254,20231027,2,15,62.6,1,Vehicle Fuel — 27 October 2023,EXP-20231027-15-BU2
2255,20231028,2,15,71.89,1,Vehicle Fuel — 28 October 2023,EXP-20231028-15-BU2
2256,20231029,2,15,55.59,1,Vehicle Fuel — 29 October 2023,EXP-20231029-15-BU2
2257,20231030,2,15,77.24,1,Vehicle Fuel — 30 October 2023,EXP-20231030-15-BU2
2258,20231031,2,15,78.19,1,Vehicle Fuel — 31 October 2023,EXP-20231031-15-BU2
2259,20231101,1,1,32724.1,2,Shop Rent SC — November 2023,EXP-20231101-01-BU1
2260,20231125,1,2,52671.14,2,Staff Salaries SC — November 2023,EXP-20231125-02-BU1
2261,20231115,1,3,14501.74,2,Electricity SC — November 2023,EXP-20231115-03-BU1
2262,20231101,1,4,161.55,1,Display & Decoration — 01 November 2023,EXP-20231101-04-BU1
2263,20231102,1,4,140.7,1,Display & Decoration — 02 November 2023,EXP-20231102-04-BU1
2264,20231103,1,4,183.72,1,Display & Decoration — 03 November 2023,EXP-20231103-04-BU1
2265,20231104,1,4,145.49,1,Display & Decoration — 04 November 2023,EXP-20231104-04-BU1
2266,20231105,1,4,134.46,1,Display & Decoration — 05 November 2023,EXP-20231105-04-BU1
2267,20231106,1,4,182.26,1,Display & Decoration — 06 November 2023,EXP-20231106-04-BU1
2268,20231107,1,4,171.74,1,Display & Decoration — 07 November 2023,EXP-20231107-04-BU1
2269,20231108,1,4,199.41,1,Display & Decoration — 08 November 2023,EXP-20231108-04-BU1
2270,20231109,1,4,149.19,1,Display & Decoration — 09 November 2023,EXP-20231109-04-BU1
2271,20231110,1,4,142.33,1,Display & Decoration — 10 November 2023,EXP-20231110-04-BU1
2272,20231111,1,4,184.79,1,Display & Decoration — 11 November 2023,EXP-20231111-04-BU1
2273,20231112,1,4,190.98,1,Display & Decoration — 12 November 2023,EXP-20231112-04-BU1
2274,20231113,1,4,161.56,1,Display & Decoration — 13 November 2023,EXP-20231113-04-BU1
2275,20231114,1,4,164.53,1,Display & Decoration — 14 November 2023,EXP-20231114-04-BU1
2276,20231115,1,4,131.93,1,Display & Decoration — 15 November 2023,EXP-20231115-04-BU1
2277,20231116,1,4,167.3,1,Display & Decoration — 16 November 2023,EXP-20231116-04-BU1
2278,20231117,1,4,217.59,1,Display & Decoration — 17 November 2023,EXP-20231117-04-BU1
2279,20231118,1,4,130.92,1,Display & Decoration — 18 November 2023,EXP-20231118-04-BU1
2280,20231119,1,4,177.37,1,Display & Decoration — 19 November 2023,EXP-20231119-04-BU1
2281,20231120,1,4,121.18,1,Display & Decoration — 20 November 2023,EXP-20231120-04-BU1
2282,20231121,1,4,152.57,1,Display & Decoration — 21 November 2023,EXP-20231121-04-BU1
2283,20231122,1,4,197.13,1,Display & Decoration — 22 November 2023,EXP-20231122-04-BU1
2284,20231123,1,4,177.29,1,Display & Decoration — 23 November 2023,EXP-20231123-04-BU1
2285,20231124,1,4,127.59,1,Display & Decoration — 24 November 2023,EXP-20231124-04-BU1
2286,20231125,1,4,165.5,1,Display & Decoration — 25 November 2023,EXP-20231125-04-BU1
2287,20231126,1,4,127.38,1,Display & Decoration — 26 November 2023,EXP-20231126-04-BU1
2288,20231127,1,4,157.49,1,Display & Decoration — 27 November 2023,EXP-20231127-04-BU1
2289,20231128,1,4,197.92,1,Display & Decoration — 28 November 2023,EXP-20231128-04-BU1
2290,20231129,1,4,145.7,1,Display & Decoration — 29 November 2023,EXP-20231129-04-BU1
2291,20231130,1,4,165.65,1,Display & Decoration — 30 November 2023,EXP-20231130-04-BU1
2292,20231101,1,5,91.86,1,Packaging SC — 01 November 2023,EXP-20231101-05-BU1
2293,20231102,1,5,111.31,1,Packaging SC — 02 November 2023,EXP-20231102-05-BU1
2294,20231103,1,5,70.99,1,Packaging SC — 03 November 2023,EXP-20231103-05-BU1
2295,20231104,1,5,94.62,1,Packaging SC — 04 November 2023,EXP-20231104-05-BU1
2296,20231105,1,5,65.99,1,Packaging SC — 05 November 2023,EXP-20231105-05-BU1
2297,20231106,1,5,69.43,1,Packaging SC — 06 November 2023,EXP-20231106-05-BU1
2298,20231107,1,5,76.45,1,Packaging SC — 07 November 2023,EXP-20231107-05-BU1
2299,20231108,1,5,103.95,1,Packaging SC — 08 November 2023,EXP-20231108-05-BU1
2300,20231109,1,5,66.56,1,Packaging SC — 09 November 2023,EXP-20231109-05-BU1
2301,20231110,1,5,116.37,1,Packaging SC — 10 November 2023,EXP-20231110-05-BU1
2302,20231111,1,5,87.86,1,Packaging SC — 11 November 2023,EXP-20231111-05-BU1
2303,20231112,1,5,110.51,1,Packaging SC — 12 November 2023,EXP-20231112-05-BU1
2304,20231113,1,5,76.52,1,Packaging SC — 13 November 2023,EXP-20231113-05-BU1
2305,20231114,1,5,82.91,1,Packaging SC — 14 November 2023,EXP-20231114-05-BU1
2306,20231115,1,5,104.35,1,Packaging SC — 15 November 2023,EXP-20231115-05-BU1
2307,20231116,1,5,85.19,1,Packaging SC — 16 November 2023,EXP-20231116-05-BU1
2308,20231117,1,5,92.26,1,Packaging SC — 17 November 2023,EXP-20231117-05-BU1
2309,20231118,1,5,108.89,1,Packaging SC — 18 November 2023,EXP-20231118-05-BU1
2310,20231119,1,5,100.17,1,Packaging SC — 19 November 2023,EXP-20231119-05-BU1
2311,20231120,1,5,110.35,1,Packaging SC — 20 November 2023,EXP-20231120-05-BU1
2312,20231121,1,5,69.06,1,Packaging SC — 21 November 2023,EXP-20231121-05-BU1
2313,20231122,1,5,97.8,1,Packaging SC — 22 November 2023,EXP-20231122-05-BU1
2314,20231123,1,5,97.42,1,Packaging SC — 23 November 2023,EXP-20231123-05-BU1
2315,20231124,1,5,97.75,1,Packaging SC — 24 November 2023,EXP-20231124-05-BU1
2316,20231125,1,5,96.74,1,Packaging SC — 25 November 2023,EXP-20231125-05-BU1
2317,20231126,1,5,104.18,1,Packaging SC — 26 November 2023,EXP-20231126-05-BU1
2318,20231127,1,5,110.8,1,Packaging SC — 27 November 2023,EXP-20231127-05-BU1
2319,20231128,1,5,76.94,1,Packaging SC — 28 November 2023,EXP-20231128-05-BU1
2320,20231129,1,5,70.05,1,Packaging SC — 29 November 2023,EXP-20231129-05-BU1
2321,20231130,1,5,68.34,1,Packaging SC — 30 November 2023,EXP-20231130-05-BU1
2322,20231101,2,6,20913.86,2,Shop Rent GR — November 2023,EXP-20231101-06-BU2
2323,20231125,2,7,44216.83,2,Staff Salaries GR — November 2023,EXP-20231125-07-BU2
2324,20231115,2,8,11935.74,2,Electricity GR — November 2023,EXP-20231115-08-BU2
2325,20231101,2,9,118.3,1,Packaging GR — 01 November 2023,EXP-20231101-09-BU2
2326,20231102,2,9,162.71,1,Packaging GR — 02 November 2023,EXP-20231102-09-BU2
2327,20231103,2,9,141.33,1,Packaging GR — 03 November 2023,EXP-20231103-09-BU2
2328,20231104,2,9,135.35,1,Packaging GR — 04 November 2023,EXP-20231104-09-BU2
2329,20231105,2,9,185.39,1,Packaging GR — 05 November 2023,EXP-20231105-09-BU2
2330,20231106,2,9,184.51,1,Packaging GR — 06 November 2023,EXP-20231106-09-BU2
2331,20231107,2,9,152.26,1,Packaging GR — 07 November 2023,EXP-20231107-09-BU2
2332,20231108,2,9,145.08,1,Packaging GR — 08 November 2023,EXP-20231108-09-BU2
2333,20231109,2,9,128.3,1,Packaging GR — 09 November 2023,EXP-20231109-09-BU2
2334,20231110,2,9,145.21,1,Packaging GR — 10 November 2023,EXP-20231110-09-BU2
2335,20231111,2,9,140.84,1,Packaging GR — 11 November 2023,EXP-20231111-09-BU2
2336,20231112,2,9,104.77,1,Packaging GR — 12 November 2023,EXP-20231112-09-BU2
2337,20231113,2,9,171.87,1,Packaging GR — 13 November 2023,EXP-20231113-09-BU2
2338,20231114,2,9,143.31,1,Packaging GR — 14 November 2023,EXP-20231114-09-BU2
2339,20231115,2,9,124.05,1,Packaging GR — 15 November 2023,EXP-20231115-09-BU2
2340,20231116,2,9,163.63,1,Packaging GR — 16 November 2023,EXP-20231116-09-BU2
2341,20231117,2,9,144.12,1,Packaging GR — 17 November 2023,EXP-20231117-09-BU2
2342,20231118,2,9,132.16,1,Packaging GR — 18 November 2023,EXP-20231118-09-BU2
2343,20231119,2,9,124.76,1,Packaging GR — 19 November 2023,EXP-20231119-09-BU2
2344,20231120,2,9,109.43,1,Packaging GR — 20 November 2023,EXP-20231120-09-BU2
2345,20231121,2,9,149.06,1,Packaging GR — 21 November 2023,EXP-20231121-09-BU2
2346,20231122,2,9,137.67,1,Packaging GR — 22 November 2023,EXP-20231122-09-BU2
2347,20231123,2,9,107.75,1,Packaging GR — 23 November 2023,EXP-20231123-09-BU2
2348,20231124,2,9,176.68,1,Packaging GR — 24 November 2023,EXP-20231124-09-BU2
2349,20231125,2,9,176.31,1,Packaging GR — 25 November 2023,EXP-20231125-09-BU2
2350,20231126,2,9,147.9,1,Packaging GR — 26 November 2023,EXP-20231126-09-BU2
2351,20231127,2,9,179.04,1,Packaging GR — 27 November 2023,EXP-20231127-09-BU2
2352,20231128,2,9,147.09,1,Packaging GR — 28 November 2023,EXP-20231128-09-BU2
2353,20231129,2,9,119.23,1,Packaging GR — 29 November 2023,EXP-20231129-09-BU2
2354,20231130,2,9,150.36,1,Packaging GR — 30 November 2023,EXP-20231130-09-BU2
2355,20231105,2,10,5960.76,2,Cold Storage — November 2023,EXP-20231105-10-BU2
2356,20231110,1,11,4172.38,2,Building Maintenance — November 2023,EXP-20231110-11-BU1
2357,20231110,2,11,4172.38,2,Building Maintenance — November 2023,EXP-20231110-11-BU2
2358,20231101,1,12,4771.98,2,Security Services — November 2023,EXP-20231101-12-BU1
2359,20231101,2,12,4771.98,2,Security Services — November 2023,EXP-20231101-12-BU2
2360,20231105,1,13,2823.43,2,Internet & Phone — November 2023,EXP-20231105-13-BU1
2361,20231105,2,13,2823.43,2,Internet & Phone — November 2023,EXP-20231105-13-BU2
2362,20231101,1,14,100.54,1,Miscellaneous — 01 November 2023,EXP-20231101-14-BU1
2363,20231102,1,14,110.04,1,Miscellaneous — 02 November 2023,EXP-20231102-14-BU1
2364,20231103,1,14,145.27,1,Miscellaneous — 03 November 2023,EXP-20231103-14-BU1
2365,20231104,1,14,103.46,1,Miscellaneous — 04 November 2023,EXP-20231104-14-BU1
2366,20231105,1,14,93.97,1,Miscellaneous — 05 November 2023,EXP-20231105-14-BU1
2367,20231106,1,14,88.03,1,Miscellaneous — 06 November 2023,EXP-20231106-14-BU1
2368,20231107,1,14,139.37,1,Miscellaneous — 07 November 2023,EXP-20231107-14-BU1
2369,20231108,1,14,80.31,1,Miscellaneous — 08 November 2023,EXP-20231108-14-BU1
2370,20231109,1,14,140.97,1,Miscellaneous — 09 November 2023,EXP-20231109-14-BU1
2371,20231110,1,14,83.49,1,Miscellaneous — 10 November 2023,EXP-20231110-14-BU1
2372,20231111,1,14,130.45,1,Miscellaneous — 11 November 2023,EXP-20231111-14-BU1
2373,20231112,1,14,99.25,1,Miscellaneous — 12 November 2023,EXP-20231112-14-BU1
2374,20231113,1,14,96.28,1,Miscellaneous — 13 November 2023,EXP-20231113-14-BU1
2375,20231114,1,14,91.53,1,Miscellaneous — 14 November 2023,EXP-20231114-14-BU1
2376,20231115,1,14,88.44,1,Miscellaneous — 15 November 2023,EXP-20231115-14-BU1
2377,20231116,1,14,83.8,1,Miscellaneous — 16 November 2023,EXP-20231116-14-BU1
2378,20231117,1,14,89.83,1,Miscellaneous — 17 November 2023,EXP-20231117-14-BU1
2379,20231118,1,14,119.29,1,Miscellaneous — 18 November 2023,EXP-20231118-14-BU1
2380,20231119,1,14,118.02,1,Miscellaneous — 19 November 2023,EXP-20231119-14-BU1
2381,20231120,1,14,98.4,1,Miscellaneous — 20 November 2023,EXP-20231120-14-BU1
2382,20231121,1,14,125.51,1,Miscellaneous — 21 November 2023,EXP-20231121-14-BU1
2383,20231122,1,14,131.61,1,Miscellaneous — 22 November 2023,EXP-20231122-14-BU1
2384,20231123,1,14,145.92,1,Miscellaneous — 23 November 2023,EXP-20231123-14-BU1
2385,20231124,1,14,109.19,1,Miscellaneous — 24 November 2023,EXP-20231124-14-BU1
2386,20231125,1,14,104.76,1,Miscellaneous — 25 November 2023,EXP-20231125-14-BU1
2387,20231126,1,14,145.44,1,Miscellaneous — 26 November 2023,EXP-20231126-14-BU1
2388,20231127,1,14,143.33,1,Miscellaneous — 27 November 2023,EXP-20231127-14-BU1
2389,20231128,1,14,142.3,1,Miscellaneous — 28 November 2023,EXP-20231128-14-BU1
2390,20231129,1,14,120.67,1,Miscellaneous — 29 November 2023,EXP-20231129-14-BU1
2391,20231130,1,14,121.3,1,Miscellaneous — 30 November 2023,EXP-20231130-14-BU1
2392,20231101,2,14,141.76,1,Miscellaneous — 01 November 2023,EXP-20231101-14-BU2
2393,20231102,2,14,111.43,1,Miscellaneous — 02 November 2023,EXP-20231102-14-BU2
2394,20231103,2,14,93.4,1,Miscellaneous — 03 November 2023,EXP-20231103-14-BU2
2395,20231104,2,14,145.63,1,Miscellaneous — 04 November 2023,EXP-20231104-14-BU2
2396,20231105,2,14,135.94,1,Miscellaneous — 05 November 2023,EXP-20231105-14-BU2
2397,20231106,2,14,82.75,1,Miscellaneous — 06 November 2023,EXP-20231106-14-BU2
2398,20231107,2,14,86.57,1,Miscellaneous — 07 November 2023,EXP-20231107-14-BU2
2399,20231108,2,14,138.65,1,Miscellaneous — 08 November 2023,EXP-20231108-14-BU2
2400,20231109,2,14,99.33,1,Miscellaneous — 09 November 2023,EXP-20231109-14-BU2
2401,20231110,2,14,126.08,1,Miscellaneous — 10 November 2023,EXP-20231110-14-BU2
2402,20231111,2,14,86.93,1,Miscellaneous — 11 November 2023,EXP-20231111-14-BU2
2403,20231112,2,14,90.5,1,Miscellaneous — 12 November 2023,EXP-20231112-14-BU2
2404,20231113,2,14,129.53,1,Miscellaneous — 13 November 2023,EXP-20231113-14-BU2
2405,20231114,2,14,145.23,1,Miscellaneous — 14 November 2023,EXP-20231114-14-BU2
2406,20231115,2,14,112.94,1,Miscellaneous — 15 November 2023,EXP-20231115-14-BU2
2407,20231116,2,14,81.86,1,Miscellaneous — 16 November 2023,EXP-20231116-14-BU2
2408,20231117,2,14,94.81,1,Miscellaneous — 17 November 2023,EXP-20231117-14-BU2
2409,20231118,2,14,93.35,1,Miscellaneous — 18 November 2023,EXP-20231118-14-BU2
2410,20231119,2,14,142.25,1,Miscellaneous — 19 November 2023,EXP-20231119-14-BU2
2411,20231120,2,14,107.32,1,Miscellaneous — 20 November 2023,EXP-20231120-14-BU2
2412,20231121,2,14,143.09,1,Miscellaneous — 21 November 2023,EXP-20231121-14-BU2
2413,20231122,2,14,137.13,1,Miscellaneous — 22 November 2023,EXP-20231122-14-BU2
2414,20231123,2,14,109.46,1,Miscellaneous — 23 November 2023,EXP-20231123-14-BU2
2415,20231124,2,14,80.64,1,Miscellaneous — 24 November 2023,EXP-20231124-14-BU2
2416,20231125,2,14,144.8,1,Miscellaneous — 25 November 2023,EXP-20231125-14-BU2
2417,20231126,2,14,79.64,1,Miscellaneous — 26 November 2023,EXP-20231126-14-BU2
2418,20231127,2,14,136.89,1,Miscellaneous — 27 November 2023,EXP-20231127-14-BU2
2419,20231128,2,14,106.92,1,Miscellaneous — 28 November 2023,EXP-20231128-14-BU2
2420,20231129,2,14,99.35,1,Miscellaneous — 29 November 2023,EXP-20231129-14-BU2
2421,20231130,2,14,106.59,1,Miscellaneous — 30 November 2023,EXP-20231130-14-BU2
2422,20231101,1,15,109.53,1,Vehicle Fuel — 01 November 2023,EXP-20231101-15-BU1
2423,20231102,1,15,133.42,1,Vehicle Fuel — 02 November 2023,EXP-20231102-15-BU1
2424,20231103,1,15,125.05,1,Vehicle Fuel — 03 November 2023,EXP-20231103-15-BU1
2425,20231104,1,15,102.34,1,Vehicle Fuel — 04 November 2023,EXP-20231104-15-BU1
2426,20231105,1,15,121.8,1,Vehicle Fuel — 05 November 2023,EXP-20231105-15-BU1
2427,20231106,1,15,112.99,1,Vehicle Fuel — 06 November 2023,EXP-20231106-15-BU1
2428,20231107,1,15,150.06,1,Vehicle Fuel — 07 November 2023,EXP-20231107-15-BU1
2429,20231108,1,15,148.03,1,Vehicle Fuel — 08 November 2023,EXP-20231108-15-BU1
2430,20231109,1,15,128.26,1,Vehicle Fuel — 09 November 2023,EXP-20231109-15-BU1
2431,20231110,1,15,153.28,1,Vehicle Fuel — 10 November 2023,EXP-20231110-15-BU1
2432,20231111,1,15,110.84,1,Vehicle Fuel — 11 November 2023,EXP-20231111-15-BU1
2433,20231112,1,15,90.2,1,Vehicle Fuel — 12 November 2023,EXP-20231112-15-BU1
2434,20231113,1,15,87.3,1,Vehicle Fuel — 13 November 2023,EXP-20231113-15-BU1
2435,20231114,1,15,143.79,1,Vehicle Fuel — 14 November 2023,EXP-20231114-15-BU1
2436,20231115,1,15,111.44,1,Vehicle Fuel — 15 November 2023,EXP-20231115-15-BU1
2437,20231116,1,15,145.72,1,Vehicle Fuel — 16 November 2023,EXP-20231116-15-BU1
2438,20231117,1,15,116.85,1,Vehicle Fuel — 17 November 2023,EXP-20231117-15-BU1
2439,20231118,1,15,84.68,1,Vehicle Fuel — 18 November 2023,EXP-20231118-15-BU1
2440,20231119,1,15,121.88,1,Vehicle Fuel — 19 November 2023,EXP-20231119-15-BU1
2441,20231120,1,15,126.62,1,Vehicle Fuel — 20 November 2023,EXP-20231120-15-BU1
2442,20231121,1,15,116.33,1,Vehicle Fuel — 21 November 2023,EXP-20231121-15-BU1
2443,20231122,1,15,144.12,1,Vehicle Fuel — 22 November 2023,EXP-20231122-15-BU1
2444,20231123,1,15,130.17,1,Vehicle Fuel — 23 November 2023,EXP-20231123-15-BU1
2445,20231124,1,15,110.1,1,Vehicle Fuel — 24 November 2023,EXP-20231124-15-BU1
2446,20231125,1,15,135.56,1,Vehicle Fuel — 25 November 2023,EXP-20231125-15-BU1
2447,20231126,1,15,106.85,1,Vehicle Fuel — 26 November 2023,EXP-20231126-15-BU1
2448,20231127,1,15,144.16,1,Vehicle Fuel — 27 November 2023,EXP-20231127-15-BU1
2449,20231128,1,15,104.01,1,Vehicle Fuel — 28 November 2023,EXP-20231128-15-BU1
2450,20231129,1,15,131.8,1,Vehicle Fuel — 29 November 2023,EXP-20231129-15-BU1
2451,20231130,1,15,113.72,1,Vehicle Fuel — 30 November 2023,EXP-20231130-15-BU1
2452,20231101,2,15,100.68,1,Vehicle Fuel — 01 November 2023,EXP-20231101-15-BU2
2453,20231102,2,15,142.65,1,Vehicle Fuel — 02 November 2023,EXP-20231102-15-BU2
2454,20231103,2,15,123.06,1,Vehicle Fuel — 03 November 2023,EXP-20231103-15-BU2
2455,20231104,2,15,143.01,1,Vehicle Fuel — 04 November 2023,EXP-20231104-15-BU2
2456,20231105,2,15,135.52,1,Vehicle Fuel — 05 November 2023,EXP-20231105-15-BU2
2457,20231106,2,15,95.95,1,Vehicle Fuel — 06 November 2023,EXP-20231106-15-BU2
2458,20231107,2,15,108.92,1,Vehicle Fuel — 07 November 2023,EXP-20231107-15-BU2
2459,20231108,2,15,148.26,1,Vehicle Fuel — 08 November 2023,EXP-20231108-15-BU2
2460,20231109,2,15,129.78,1,Vehicle Fuel — 09 November 2023,EXP-20231109-15-BU2
2461,20231110,2,15,129.68,1,Vehicle Fuel — 10 November 2023,EXP-20231110-15-BU2
2462,20231111,2,15,92.83,1,Vehicle Fuel — 11 November 2023,EXP-20231111-15-BU2
2463,20231112,2,15,116.69,1,Vehicle Fuel — 12 November 2023,EXP-20231112-15-BU2
2464,20231113,2,15,145.8,1,Vehicle Fuel — 13 November 2023,EXP-20231113-15-BU2
2465,20231114,2,15,163.08,1,Vehicle Fuel — 14 November 2023,EXP-20231114-15-BU2
2466,20231115,2,15,138.22,1,Vehicle Fuel — 15 November 2023,EXP-20231115-15-BU2
2467,20231116,2,15,135.57,1,Vehicle Fuel — 16 November 2023,EXP-20231116-15-BU2
2468,20231117,2,15,129.99,1,Vehicle Fuel — 17 November 2023,EXP-20231117-15-BU2
2469,20231118,2,15,146.52,1,Vehicle Fuel — 18 November 2023,EXP-20231118-15-BU2
2470,20231119,2,15,156.02,1,Vehicle Fuel — 19 November 2023,EXP-20231119-15-BU2
2471,20231120,2,15,110.17,1,Vehicle Fuel — 20 November 2023,EXP-20231120-15-BU2
2472,20231121,2,15,149.34,1,Vehicle Fuel — 21 November 2023,EXP-20231121-15-BU2
2473,20231122,2,15,112.01,1,Vehicle Fuel — 22 November 2023,EXP-20231122-15-BU2
2474,20231123,2,15,95.17,1,Vehicle Fuel — 23 November 2023,EXP-20231123-15-BU2
2475,20231124,2,15,98.57,1,Vehicle Fuel — 24 November 2023,EXP-20231124-15-BU2
2476,20231125,2,15,96.34,1,Vehicle Fuel — 25 November 2023,EXP-20231125-15-BU2
2477,20231126,2,15,114.89,1,Vehicle Fuel — 26 November 2023,EXP-20231126-15-BU2
2478,20231127,2,15,102.74,1,Vehicle Fuel — 27 November 2023,EXP-20231127-15-BU2
2479,20231128,2,15,99.41,1,Vehicle Fuel — 28 November 2023,EXP-20231128-15-BU2
2480,20231129,2,15,104.36,1,Vehicle Fuel — 29 November 2023,EXP-20231129-15-BU2
2481,20231130,2,15,95.67,1,Vehicle Fuel — 30 November 2023,EXP-20231130-15-BU2
2482,20231201,1,1,26678.83,2,Shop Rent SC — December 2023,EXP-20231201-01-BU1
2483,20231225,1,2,46670.47,2,Staff Salaries SC — December 2023,EXP-20231225-02-BU1
2484,20231215,1,3,10909.76,2,Electricity SC — December 2023,EXP-20231215-03-BU1
2485,20231201,1,4,109.34,1,Display & Decoration — 01 December 2023,EXP-20231201-04-BU1
2486,20231202,1,4,144.03,1,Display & Decoration — 02 December 2023,EXP-20231202-04-BU1
2487,20231203,1,4,124.56,1,Display & Decoration — 03 December 2023,EXP-20231203-04-BU1
2488,20231204,1,4,89.17,1,Display & Decoration — 04 December 2023,EXP-20231204-04-BU1
2489,20231205,1,4,111.61,1,Display & Decoration — 05 December 2023,EXP-20231205-04-BU1
2490,20231206,1,4,115.58,1,Display & Decoration — 06 December 2023,EXP-20231206-04-BU1
2491,20231207,1,4,96.95,1,Display & Decoration — 07 December 2023,EXP-20231207-04-BU1
2492,20231208,1,4,111.47,1,Display & Decoration — 08 December 2023,EXP-20231208-04-BU1
2493,20231209,1,4,108.84,1,Display & Decoration — 09 December 2023,EXP-20231209-04-BU1
2494,20231210,1,4,120.22,1,Display & Decoration — 10 December 2023,EXP-20231210-04-BU1
2495,20231211,1,4,134.95,1,Display & Decoration — 11 December 2023,EXP-20231211-04-BU1
2496,20231212,1,4,119.13,1,Display & Decoration — 12 December 2023,EXP-20231212-04-BU1
2497,20231213,1,4,89.82,1,Display & Decoration — 13 December 2023,EXP-20231213-04-BU1
2498,20231214,1,4,88.46,1,Display & Decoration — 14 December 2023,EXP-20231214-04-BU1
2499,20231215,1,4,148.75,1,Display & Decoration — 15 December 2023,EXP-20231215-04-BU1
2500,20231216,1,4,134.76,1,Display & Decoration — 16 December 2023,EXP-20231216-04-BU1
2501,20231217,1,4,132.04,1,Display & Decoration — 17 December 2023,EXP-20231217-04-BU1
2502,20231218,1,4,150.58,1,Display & Decoration — 18 December 2023,EXP-20231218-04-BU1
2503,20231219,1,4,123.67,1,Display & Decoration — 19 December 2023,EXP-20231219-04-BU1
2504,20231220,1,4,89.8,1,Display & Decoration — 20 December 2023,EXP-20231220-04-BU1
2505,20231221,1,4,136.18,1,Display & Decoration — 21 December 2023,EXP-20231221-04-BU1
2506,20231222,1,4,96.21,1,Display & Decoration — 22 December 2023,EXP-20231222-04-BU1
2507,20231223,1,4,132.7,1,Display & Decoration — 23 December 2023,EXP-20231223-04-BU1
2508,20231224,1,4,113.47,1,Display & Decoration — 24 December 2023,EXP-20231224-04-BU1
2509,20231225,1,4,86.51,1,Display & Decoration — 25 December 2023,EXP-20231225-04-BU1
2510,20231226,1,4,88.48,1,Display & Decoration — 26 December 2023,EXP-20231226-04-BU1
2511,20231227,1,4,112.89,1,Display & Decoration — 27 December 2023,EXP-20231227-04-BU1
2512,20231228,1,4,127.51,1,Display & Decoration — 28 December 2023,EXP-20231228-04-BU1
2513,20231229,1,4,96.84,1,Display & Decoration — 29 December 2023,EXP-20231229-04-BU1
2514,20231230,1,4,92.19,1,Display & Decoration — 30 December 2023,EXP-20231230-04-BU1
2515,20231231,1,4,111.71,1,Display & Decoration — 31 December 2023,EXP-20231231-04-BU1
2516,20231201,1,5,112.7,1,Packaging SC — 01 December 2023,EXP-20231201-05-BU1
2517,20231202,1,5,111.55,1,Packaging SC — 02 December 2023,EXP-20231202-05-BU1
2518,20231203,1,5,105.84,1,Packaging SC — 03 December 2023,EXP-20231203-05-BU1
2519,20231204,1,5,91.04,1,Packaging SC — 04 December 2023,EXP-20231204-05-BU1
2520,20231205,1,5,91.99,1,Packaging SC — 05 December 2023,EXP-20231205-05-BU1
2521,20231206,1,5,79.63,1,Packaging SC — 06 December 2023,EXP-20231206-05-BU1
2522,20231207,1,5,74.56,1,Packaging SC — 07 December 2023,EXP-20231207-05-BU1
2523,20231208,1,5,67.62,1,Packaging SC — 08 December 2023,EXP-20231208-05-BU1
2524,20231209,1,5,115.9,1,Packaging SC — 09 December 2023,EXP-20231209-05-BU1
2525,20231210,1,5,95.09,1,Packaging SC — 10 December 2023,EXP-20231210-05-BU1
2526,20231211,1,5,66.89,1,Packaging SC — 11 December 2023,EXP-20231211-05-BU1
2527,20231212,1,5,96.97,1,Packaging SC — 12 December 2023,EXP-20231212-05-BU1
2528,20231213,1,5,81.49,1,Packaging SC — 13 December 2023,EXP-20231213-05-BU1
2529,20231214,1,5,91.15,1,Packaging SC — 14 December 2023,EXP-20231214-05-BU1
2530,20231215,1,5,105.16,1,Packaging SC — 15 December 2023,EXP-20231215-05-BU1
2531,20231216,1,5,113.02,1,Packaging SC — 16 December 2023,EXP-20231216-05-BU1
2532,20231217,1,5,106.77,1,Packaging SC — 17 December 2023,EXP-20231217-05-BU1
2533,20231218,1,5,117.97,1,Packaging SC — 18 December 2023,EXP-20231218-05-BU1
